09/01/2024 02:43:38 PM - INFO - Winning numbers are ['10', '17', '20', '24', '54', '8']
09/01/2024 02:45:53 PM - INFO - 


|   Main1 |   Main2 |   Main3 |   Main4 |   Main5 |   MegaBall |
|      23 |      31 |      36 |      56 |      60 |          5 |
|       3 |      10 |      16 |      28 |      47 |         23 |
|      12 |      25 |      40 |      56 |      58 |         11 |
|       1 |       6 |      12 |      34 |      57 |         25 |
|       4 |      19 |      48 |      62 |      67 |         25 |
|      22 |      29 |      54 |      59 |      62 |         21 |
|       9 |      32 |      37 |      41 |      67 |          3 |
|       7 |      11 |      21 |      35 |      53 |         15 |
|      12 |      16 |      22 |      37 |      57 |         24 |
|      13 |      23 |      35 |      37 |      54 |         16 |
|      18 |      34 |      52 |      56 |      64 |         13 |
|      13 |      48 |      56 |      58 |      62 |         23 |
|       7 |      19 |      22 |      63 |      64 |         11 |
|      17 |      24 |      55 |      58 |      65 |         13 |
|      22 |      32 |      46 |      61 |      66 |         19 |
|      17 |      38 |      40 |      49 |      50 |         24 |
|      16 |      17 |      18 |      33 |      57 |         17 |
|      19 |      24 |      59 |      61 |      64 |         25 |
|       4 |      43 |      51 |      63 |      69 |         15 |
|       8 |      25 |      32 |      63 |      67 |         23 |
|      12 |      20 |      42 |      49 |      60 |         25 |
|      31 |      56 |      60 |      61 |      62 |         14 |
|       5 |      17 |      27 |      33 |      60 |         15 |
|      24 |      40 |      56 |      64 |      65 |          3 |
|       7 |      12 |      23 |      68 |      70 |          3 |
|      15 |      16 |      17 |      19 |      65 |         21 |
|       1 |       3 |      25 |      37 |      44 |         12 |
|      12 |      26 |      30 |      34 |      41 |          6 |
|       9 |      43 |      49 |      61 |      63 |         11 |
|       9 |      27 |      34 |      37 |      62 |          3 |
|       4 |      19 |      20 |      26 |      38 |         22 |
|      20 |      30 |      38 |      39 |      50 |         25 |
|      15 |      29 |      32 |      38 |      43 |          8 |
|      32 |      42 |      47 |      62 |      68 |         21 |
|       7 |      18 |      20 |      23 |      34 |         19 |
|      16 |      30 |      42 |      46 |      49 |         17 |
|       9 |      46 |      56 |      57 |      58 |         12 |
|       5 |      18 |      33 |      53 |      58 |         16 |
|       1 |      21 |      34 |      40 |      49 |          5 |
|       1 |      18 |      21 |      29 |      47 |         18 |
|       1 |      28 |      36 |      38 |      41 |         14 |
|      19 |      27 |      41 |      50 |      57 |         18 |
|       3 |      11 |      45 |      46 |      54 |         15 |
|      11 |      26 |      37 |      59 |      69 |          2 |
|       8 |      14 |      21 |      23 |      27 |          8 |
|       9 |      15 |      62 |      65 |      70 |         13 |
|       5 |      11 |      19 |      48 |      64 |         21 |
|       1 |      18 |      21 |      44 |      57 |         17 |
|      15 |      21 |      47 |      48 |      55 |         10 |
|       3 |      21 |      36 |      43 |      58 |          5 |
|      16 |      19 |      26 |      46 |      53 |         15 |
|       1 |      23 |      24 |      29 |      40 |         24 |
|      37 |      41 |      45 |      47 |      61 |         12 |
|       7 |      10 |      19 |      54 |      67 |         20 |
|      11 |      27 |      39 |      44 |      66 |         16 |
|      17 |      26 |      40 |      67 |      69 |          9 |
|      11 |      34 |      43 |      53 |      70 |         24 |
|      16 |      42 |      44 |      52 |      54 |          7 |
|      15 |      31 |      35 |      49 |      58 |         20 |
|       8 |      27 |      36 |      39 |      69 |         18 |
|       1 |      13 |      15 |      38 |      70 |         15 |
|      15 |      35 |      39 |      41 |      69 |          1 |
|       9 |      18 |      35 |      42 |      50 |         14 |
|       3 |      38 |      40 |      58 |      63 |         24 |
|       1 |       3 |       8 |      26 |      31 |          7 |
|       8 |      25 |      42 |      65 |      66 |          7 |
|      12 |      23 |      47 |      61 |      65 |         23 |
|      18 |      21 |      29 |      68 |      70 |          4 |
|      14 |      21 |      40 |      57 |      63 |         22 |
|      20 |      31 |      54 |      56 |      57 |         17 |
|       3 |      12 |      17 |      29 |      70 |          4 |
|      17 |      26 |      32 |      40 |      60 |          6 |
|       5 |      17 |      43 |      45 |      56 |         16 |
|       3 |       8 |      38 |      58 |      65 |          4 |
|       3 |       9 |      34 |      37 |      58 |          7 |
|       1 |      29 |      33 |      42 |      46 |         23 |
|      35 |      37 |      44 |      45 |      56 |          4 |
|       9 |      16 |      23 |      54 |      57 |          1 |
|      30 |      33 |      34 |      40 |      64 |          6 |
|      13 |      18 |      29 |      53 |      60 |          3 |
|      20 |      21 |      22 |      45 |      68 |          7 |
|      19 |      30 |      43 |      68 |      69 |         22 |
|      11 |      19 |      56 |      59 |      60 |         18 |
|      12 |      21 |      22 |      36 |      46 |          8 |
|       5 |      18 |      27 |      53 |      65 |          7 |
|      10 |      34 |      52 |      54 |      69 |          4 |
|      13 |      28 |      57 |      58 |      59 |         18 |
|       9 |      23 |      48 |      53 |      59 |          9 |
|      25 |      30 |      59 |      60 |      63 |         13 |
|      30 |      33 |      36 |      45 |      58 |         17 |
|      23 |      35 |      36 |      49 |      52 |          1 |
|       1 |      32 |      42 |      64 |      65 |         11 |
|      15 |      23 |      24 |      54 |      64 |         16 |
|      16 |      36 |      37 |      50 |      51 |         24 |
|       1 |       6 |      28 |      45 |      69 |         20 |
|      15 |      19 |      44 |      58 |      69 |          7 |
|      29 |      38 |      47 |      53 |      69 |         16 |
|      10 |      49 |      51 |      60 |      62 |         25 |
|      28 |      42 |      64 |      65 |      66 |         16 |
|       3 |      26 |      34 |      47 |      57 |         13 |
|      19 |      53 |      55 |      60 |      66 |         14 |
|       3 |       8 |      24 |      25 |      68 |         12 |
|       1 |       9 |      42 |      55 |      66 |          3 |
|      22 |      34 |      45 |      50 |      70 |         13 |
|      15 |      16 |      48 |      54 |      57 |         22 |
|      10 |      22 |      51 |      60 |      68 |         14 |
|      17 |      21 |      30 |      37 |      53 |         22 |
|      13 |      22 |      25 |      39 |      42 |         16 |
|       5 |      11 |      40 |      62 |      65 |          3 |
|       9 |      30 |      49 |      55 |      56 |          6 |
|      10 |      29 |      47 |      50 |      58 |         12 |
|       1 |      48 |      51 |      64 |      69 |          1 |
|      37 |      42 |      52 |      63 |      69 |          8 |
|       4 |      39 |      59 |      67 |      70 |          3 |
|      16 |      19 |      31 |      39 |      55 |          4 |
|      13 |      28 |      29 |      30 |      63 |          7 |
|       1 |      11 |      34 |      53 |      62 |         23 |
|      34 |      44 |      62 |      63 |      67 |          1 |
|      14 |      21 |      31 |      34 |      59 |          2 |
|       8 |      28 |      29 |      36 |      49 |         10 |
|       7 |      23 |      27 |      47 |      64 |         13 |
|       6 |      27 |      52 |      53 |      70 |          8 |
|       2 |      13 |      15 |      16 |      67 |          6 |
|      26 |      34 |      36 |      47 |      67 |         13 |
|      24 |      34 |      53 |      56 |      66 |         10 |
|       2 |      20 |      41 |      51 |      58 |         14 |
|       9 |      13 |      39 |      54 |      56 |         15 |
|       2 |      28 |      39 |      51 |      69 |         13 |
|       7 |      15 |      47 |      60 |      69 |          2 |
|       7 |      31 |      38 |      47 |      70 |         23 |
|       4 |      22 |      34 |      44 |      47 |         10 |
|      37 |      39 |      45 |      63 |      65 |         12 |
|      21 |      24 |      30 |      36 |      67 |          5 |
|      18 |      26 |      36 |      38 |      39 |          1 |
|       6 |      15 |      26 |      50 |      55 |         12 |
|      39 |      43 |      45 |      60 |      63 |          4 |
|      26 |      27 |      41 |      53 |      56 |         16 |
|      15 |      27 |      34 |      36 |      64 |         22 |
|       3 |       8 |      42 |      48 |      54 |         24 |
|       1 |       3 |       4 |      43 |      63 |         23 |
|      21 |      25 |      34 |      39 |      70 |          4 |
|       2 |       6 |      10 |      51 |      55 |          4 |
|       3 |      19 |      25 |      34 |      53 |         17 |
|      12 |      15 |      38 |      62 |      69 |         11 |
|       1 |      21 |      33 |      36 |      40 |         11 |
|       3 |      11 |      12 |      13 |      58 |          6 |
|       7 |      22 |      36 |      60 |      67 |         25 |
|       8 |      10 |      31 |      43 |      61 |          1 |
|       7 |      47 |      49 |      58 |      62 |         19 |
|       7 |      49 |      56 |      61 |      63 |         11 |
|      40 |      42 |      48 |      49 |      55 |         24 |
|       1 |      16 |      27 |      33 |      42 |          4 |
|      16 |      53 |      64 |      67 |      70 |          5 |
|       8 |      17 |      28 |      46 |      50 |          2 |
|       4 |       6 |      64 |      68 |      70 |         16 |
|      11 |      13 |      18 |      34 |      48 |          4 |
|       1 |      13 |      46 |      55 |      58 |         10 |
|      25 |      28 |      32 |      36 |      37 |         23 |
|      18 |      20 |      33 |      39 |      46 |          6 |
|       4 |      18 |      28 |      44 |      55 |         12 |
|      23 |      33 |      45 |      51 |      63 |          8 |
|      10 |      23 |      25 |      40 |      65 |          1 |
|       1 |      19 |      25 |      43 |      70 |         18 |
|      19 |      31 |      33 |      41 |      70 |          3 |
|       3 |       4 |      33 |      34 |      45 |         19 |
|       4 |       9 |      12 |      58 |      61 |          2 |
|       2 |      35 |      43 |      50 |      69 |         17 |
|      38 |      54 |      62 |      63 |      65 |         21 |
|      29 |      32 |      44 |      45 |      66 |         16 |
|      27 |      33 |      41 |      60 |      63 |         24 |
|       4 |      28 |      33 |      40 |      70 |         24 |
|       2 |      18 |      26 |      33 |      40 |         16 |
|      51 |      52 |      53 |      55 |      65 |         22 |
|      12 |      30 |      31 |      38 |      62 |         25 |
|       1 |       3 |      17 |      32 |      52 |          2 |
|      15 |      30 |      43 |      55 |      56 |         20 |
|      20 |      22 |      27 |      43 |      49 |         11 |
|       7 |      18 |      19 |      21 |      65 |          7 |
|       6 |       9 |      33 |      39 |      51 |          5 |
|       1 |      39 |      51 |      58 |      70 |         10 |
|       1 |      20 |      32 |      50 |      55 |         17 |
|       7 |      12 |      28 |      60 |      69 |          7 |
|      30 |      32 |      56 |      62 |      66 |         13 |
|      20 |      40 |      50 |      55 |      65 |         19 |
|       8 |      22 |      25 |      31 |      38 |         24 |
|       6 |      23 |      45 |      46 |      70 |         14 |
|      15 |      23 |      24 |      53 |      63 |         21 |
|       7 |      11 |      47 |      64 |      69 |         11 |
|      16 |      31 |      33 |      40 |      44 |         16 |
|       5 |      30 |      32 |      46 |      56 |         14 |
|       4 |      14 |      19 |      46 |      68 |         22 |
|       4 |      16 |      36 |      42 |      47 |          3 |
|      16 |      20 |      40 |      56 |      57 |         10 |
|      27 |      32 |      46 |      49 |      68 |         12 |
|       1 |       8 |      23 |      42 |      47 |         16 |
|      30 |      31 |      32 |      43 |      69 |         17 |
|       7 |      29 |      36 |      43 |      67 |         21 |
|       5 |      12 |      19 |      48 |      67 |         11 |
|      16 |      44 |      45 |      60 |      61 |         13 |
|      25 |      29 |      35 |      44 |      65 |         17 |
|      15 |      19 |      33 |      50 |      60 |          6 |
|      12 |      21 |      43 |      48 |      52 |         18 |
|      26 |      28 |      44 |      56 |      70 |         23 |
|       7 |       9 |      16 |      22 |      56 |          2 |
|      29 |      37 |      49 |      64 |      67 |          9 |
|      33 |      48 |      49 |      68 |      70 |          6 |
|      17 |      37 |      51 |      52 |      62 |          8 |
|       4 |      11 |      17 |      34 |      42 |         12 |
|       9 |      15 |      30 |      38 |      67 |         17 |
|       1 |      11 |      16 |      22 |      58 |         11 |
|       8 |      15 |      20 |      47 |      64 |          9 |
|       1 |      38 |      45 |      57 |      60 |         22 |
|       5 |      25 |      64 |      68 |      69 |         24 |
|       5 |      18 |      28 |      51 |      57 |         10 |
|      24 |      25 |      29 |      44 |      67 |         16 |
|      31 |      41 |      45 |      47 |      68 |         15 |
|       2 |      13 |      21 |      40 |      58 |         23 |
|      12 |      39 |      42 |      47 |      51 |          4 |
|      29 |      32 |      47 |      64 |      65 |         12 |
|       4 |       7 |      34 |      36 |      39 |         10 |
|      18 |      20 |      34 |      64 |      69 |         21 |
|      12 |      19 |      34 |      38 |      67 |          3 |
|      22 |      35 |      58 |      69 |      70 |         18 |
|       6 |      24 |      31 |      40 |      66 |          1 |
|       2 |      24 |      29 |      42 |      65 |          3 |
|      15 |      19 |      42 |      48 |      52 |          2 |
|       9 |      11 |      15 |      23 |      33 |          6 |
|       6 |      13 |      17 |      51 |      52 |          2 |
|      10 |      24 |      43 |      45 |      54 |          3 |
|      19 |      32 |      40 |      51 |      62 |         10 |
|      11 |      34 |      61 |      64 |      69 |         25 |
|      12 |      13 |      32 |      47 |      65 |         13 |
|      28 |      51 |      57 |      61 |      69 |         12 |
|       8 |      34 |      48 |      59 |      60 |         18 |
|       6 |       7 |      19 |      47 |      61 |         21 |
|       8 |      10 |      24 |      35 |      54 |         14 |
|       7 |      37 |      57 |      62 |      69 |         14 |
|       4 |      12 |      31 |      51 |      64 |          8 |
|      10 |      40 |      45 |      53 |      69 |          6 |
|      15 |      19 |      31 |      54 |      63 |         10 |
|       2 |      22 |      40 |      45 |      66 |         17 |
|      32 |      35 |      36 |      43 |      59 |         10 |
|       9 |      10 |      16 |      46 |      51 |         12 |
|       7 |      51 |      52 |      54 |      66 |         12 |
|      20 |      28 |      39 |      55 |      63 |          7 |
|       4 |       7 |      30 |      39 |      43 |         24 |
|      21 |      45 |      47 |      51 |      68 |         19 |
|      13 |      14 |      36 |      46 |      51 |         13 |
|      17 |      34 |      37 |      53 |      59 |          1 |
|       9 |      12 |      15 |      25 |      39 |         11 |
|       5 |      19 |      35 |      43 |      50 |          4 |
|       1 |       7 |      23 |      24 |      39 |         17 |
|       7 |      13 |      40 |      50 |      51 |          1 |
|       4 |      38 |      58 |      63 |      66 |         20 |
|      10 |      16 |      23 |      29 |      47 |          2 |
|      24 |      41 |      49 |      60 |      69 |          1 |
|      13 |      26 |      38 |      45 |      54 |         12 |
|       2 |      13 |      17 |      54 |      55 |         20 |
|       5 |      15 |      45 |      46 |      51 |         15 |
|      19 |      23 |      29 |      50 |      60 |         14 |
|       5 |       8 |      20 |      30 |      36 |          5 |
|      15 |      20 |      22 |      42 |      64 |         23 |
|       5 |      21 |      38 |      39 |      63 |         21 |
|       1 |      13 |      25 |      33 |      69 |         21 |
|       6 |      29 |      49 |      54 |      66 |         13 |
|      38 |      42 |      47 |      60 |      65 |         21 |
|       8 |      14 |      30 |      45 |      46 |         17 |
|      20 |      26 |      30 |      33 |      63 |         20 |
|      12 |      26 |      44 |      57 |      59 |          5 |
|      20 |      21 |      30 |      32 |      57 |         22 |
|      24 |      42 |      62 |      68 |      70 |          9 |
|       1 |      11 |      39 |      45 |      46 |         25 |
|       6 |      12 |      26 |      44 |      66 |         23 |
|       4 |      33 |      42 |      43 |      56 |         21 |
|       3 |       4 |      45 |      47 |      70 |         16 |
|       6 |      11 |      25 |      36 |      56 |         14 |
|       7 |      15 |      50 |      57 |      63 |          2 |
|      17 |      18 |      24 |      47 |      58 |         11 |
|       1 |       4 |      16 |      50 |      55 |         22 |
|       6 |      10 |      11 |      41 |      49 |          7 |
|       1 |       4 |      10 |      62 |      69 |          2 |
|      38 |      47 |      50 |      52 |      68 |         18 |
|      32 |      44 |      46 |      64 |      65 |         19 |
|      28 |      44 |      46 |      55 |      57 |          6 |
|       9 |      10 |      23 |      26 |      55 |         16 |
|      16 |      43 |      51 |      61 |      62 |          2 |
|       3 |       4 |      51 |      52 |      58 |         19 |
|       7 |      11 |      28 |      41 |      57 |         13 |
|      11 |      14 |      18 |      35 |      43 |          1 |
|       2 |       6 |      46 |      66 |      70 |         19 |
|       6 |      36 |      42 |      54 |      69 |         19 |
|       3 |      20 |      40 |      56 |      69 |          8 |
|      57 |      60 |      61 |      64 |      66 |          9 |
|      11 |      26 |      31 |      32 |      37 |          7 |
|       2 |       9 |      43 |      56 |      57 |         22 |
|      29 |      39 |      52 |      63 |      66 |         22 |
|       2 |       3 |      17 |      37 |      57 |          7 |
|       4 |      10 |      23 |      57 |      64 |         12 |
|       2 |       8 |      15 |      34 |      57 |         13 |
|      32 |      39 |      44 |      54 |      69 |         13 |
|       2 |       7 |      22 |      26 |      35 |         16 |
|       5 |      10 |      43 |      47 |      55 |         25 |
|       1 |      17 |      27 |      55 |      64 |         13 |
|      12 |      30 |      60 |      65 |      67 |         10 |
|      22 |      36 |      37 |      41 |      50 |         21 |
|       8 |      12 |      24 |      38 |      39 |          9 |
|      11 |      21 |      33 |      44 |      57 |          5 |
|       3 |      24 |      25 |      42 |      64 |         21 |
|      14 |      39 |      50 |      56 |      57 |         21 |
|      16 |      39 |      44 |      45 |      67 |          2 |
|       4 |       8 |      28 |      41 |      57 |         20 |
|      20 |      28 |      30 |      37 |      39 |         15 |
|      13 |      17 |      27 |      34 |      65 |         10 |
|      22 |      23 |      38 |      44 |      63 |          7 |
|       7 |      19 |      22 |      45 |      59 |         17 |
|      16 |      22 |      34 |      61 |      66 |          5 |
|       1 |      17 |      22 |      29 |      50 |         13 |
|       6 |       9 |      39 |      52 |      69 |         17 |
|      25 |      43 |      47 |      53 |      58 |          8 |
|      16 |      29 |      40 |      57 |      62 |          1 |
|      20 |      35 |      40 |      59 |      67 |         16 |
|      30 |      34 |      44 |      64 |      68 |          4 |
|      23 |      26 |      61 |      64 |      68 |          5 |
|      17 |      43 |      66 |      67 |      68 |          4 |
|      11 |      24 |      41 |      66 |      67 |         21 |
|      23 |      26 |      42 |      48 |      62 |         12 |
|       1 |       4 |      17 |      32 |      35 |         14 |
|       4 |       7 |      10 |      45 |      54 |          8 |
|      14 |      35 |      36 |      64 |      67 |         11 |
|       5 |      41 |      51 |      53 |      61 |         21 |
|      17 |      35 |      39 |      40 |      65 |         22 |
|       2 |      17 |      39 |      50 |      68 |         13 |
|       3 |      31 |      58 |      61 |      67 |         12 |
|      18 |      39 |      50 |      62 |      67 |         13 |
|       4 |       8 |      29 |      42 |      56 |          7 |
|       7 |      10 |      12 |      37 |      45 |         23 |
|       6 |      10 |      27 |      36 |      57 |         23 |
|      35 |      38 |      43 |      63 |      70 |         19 |
|       8 |      14 |      29 |      55 |      65 |          8 |
|      12 |      21 |      48 |      58 |      65 |         17 |
|       7 |      43 |      46 |      50 |      69 |          9 |
|      24 |      26 |      33 |      51 |      57 |         19 |
|      18 |      43 |      49 |      65 |      69 |          6 |
|      11 |      30 |      34 |      65 |      68 |         20 |
|       3 |      22 |      32 |      42 |      50 |         19 |
|      18 |      37 |      48 |      58 |      66 |         24 |
|       6 |      33 |      56 |      68 |      70 |         23 |
|       5 |      10 |      31 |      40 |      62 |         18 |
|      13 |      26 |      44 |      49 |      57 |          2 |
|       5 |      27 |      37 |      59 |      61 |         12 |
|       8 |      20 |      68 |      69 |      70 |         20 |
|       1 |       6 |      19 |      61 |      67 |          9 |
|       4 |      14 |      21 |      28 |      35 |         21 |
|      10 |      31 |      51 |      59 |      63 |         17 |
|       2 |      18 |      21 |      42 |      60 |          1 |
|       2 |       9 |      27 |      31 |      66 |          8 |
|      19 |      25 |      30 |      45 |      64 |         16 |
|      15 |      34 |      42 |      48 |      63 |         19 |
|       4 |      12 |      13 |      65 |      70 |          1 |
|      10 |      11 |      19 |      46 |      47 |         19 |
|       1 |       5 |      25 |      30 |      50 |         18 |
|       6 |      27 |      29 |      31 |      68 |          3 |
|      12 |      23 |      29 |      52 |      61 |         15 |
|      15 |      21 |      38 |      53 |      65 |          4 |
|      11 |      26 |      30 |      38 |      70 |         18 |
|      11 |      15 |      20 |      55 |      56 |         12 |
|      17 |      21 |      43 |      56 |      59 |          3 |
|      15 |      16 |      25 |      28 |      52 |          5 |
|       1 |       8 |      10 |      52 |      64 |         21 |
|      11 |      13 |      20 |      39 |      58 |          9 |
|      12 |      33 |      50 |      59 |      61 |         22 |
|      29 |      32 |      52 |      53 |      62 |          8 |
|      20 |      26 |      45 |      56 |      63 |          2 |
|       8 |      13 |      33 |      54 |      69 |         23 |
|       4 |       8 |      14 |      18 |      59 |          3 |
|       2 |       8 |      44 |      47 |      62 |         13 |
|      14 |      25 |      42 |      54 |      65 |          9 |
|      19 |      29 |      34 |      45 |      65 |         21 |
|       2 |      33 |      43 |      54 |      62 |         14 |
|       7 |      26 |      43 |      45 |      63 |          2 |
|      27 |      34 |      50 |      51 |      61 |         16 |
|      20 |      46 |      48 |      51 |      68 |          3 |
|      25 |      38 |      43 |      56 |      61 |         24 |
|       6 |       9 |      40 |      52 |      53 |         22 |
|      10 |      24 |      32 |      35 |      57 |          6 |
|      17 |      20 |      25 |      38 |      52 |         18 |
|       9 |      28 |      31 |      32 |      66 |         19 |
|      10 |      26 |      49 |      66 |      70 |         19 |
|       9 |      14 |      25 |      35 |      42 |         22 |
|      24 |      39 |      48 |      51 |      59 |          7 |
|      21 |      27 |      29 |      34 |      36 |          5 |
|       2 |      12 |      15 |      49 |      64 |         17 |
|       7 |      29 |      30 |      41 |      55 |         13 |
|       3 |      14 |      20 |      37 |      43 |          6 |
|      21 |      40 |      53 |      59 |      64 |         10 |
|      37 |      51 |      52 |      56 |      67 |         15 |
|      11 |      36 |      40 |      51 |      57 |          7 |
|      47 |      52 |      58 |      67 |      70 |          5 |
|       4 |      13 |      15 |      44 |      57 |         22 |
|      13 |      25 |      27 |      46 |      55 |         19 |
|      13 |      33 |      49 |      54 |      58 |          3 |
|       1 |       8 |      38 |      60 |      68 |         23 |
|      35 |      36 |      40 |      54 |      66 |         19 |
|       3 |      32 |      57 |      59 |      69 |          4 |
|      42 |      51 |      53 |      57 |      60 |          5 |
|      10 |      33 |      37 |      41 |      64 |         24 |
|      17 |      19 |      39 |      48 |      49 |         14 |
|      36 |      43 |      55 |      62 |      64 |         23 |
|       4 |      11 |      28 |      32 |      40 |         20 |
|       3 |      31 |      49 |      53 |      57 |          5 |
|      16 |      19 |      27 |      57 |      64 |         21 |
|       1 |       5 |      35 |      43 |      70 |         12 |
|      11 |      18 |      52 |      59 |      61 |         14 |
|      23 |      55 |      60 |      66 |      69 |         22 |
|      33 |      42 |      45 |      58 |      62 |         14 |
|       4 |       5 |      17 |      19 |      39 |          7 |
|      12 |      27 |      37 |      65 |      69 |          9 |
|       4 |      18 |      37 |      39 |      54 |         18 |
|       1 |      39 |      58 |      59 |      69 |         17 |
|      13 |      32 |      42 |      51 |      53 |          7 |
|       4 |       9 |      24 |      39 |      46 |         22 |
|      21 |      31 |      43 |      52 |      70 |          5 |
|      22 |      27 |      39 |      48 |      65 |         20 |
|      24 |      47 |      54 |      64 |      66 |         14 |
|       1 |      16 |      42 |      59 |      69 |          6 |
|       2 |       8 |      23 |      44 |      52 |         18 |
|      23 |      33 |      42 |      60 |      70 |         10 |
|       9 |      14 |      20 |      35 |      43 |         18 |
|      10 |      23 |      38 |      40 |      50 |          8 |
|      17 |      29 |      46 |      53 |      64 |          8 |
|      13 |      40 |      42 |      53 |      66 |         14 |
|      13 |      22 |      51 |      52 |      67 |         24 |
|       7 |      58 |      61 |      63 |      70 |         12 |
|      10 |      13 |      41 |      42 |      63 |         10 |
|       9 |      26 |      32 |      53 |      69 |          1 |
|       4 |      20 |      26 |      44 |      60 |          9 |
|      12 |      13 |      39 |      52 |      53 |         11 |
|       6 |      31 |      39 |      64 |      66 |         12 |
|       3 |      15 |      44 |      60 |      69 |         15 |
|       6 |      36 |      47 |      61 |      69 |         21 |
|      25 |      30 |      33 |      49 |      64 |         12 |
|      12 |      43 |      53 |      66 |      69 |         21 |
|      16 |      28 |      46 |      53 |      54 |          8 |
|      11 |      15 |      18 |      51 |      53 |         19 |
|       5 |      29 |      41 |      50 |      69 |         21 |
|      32 |      42 |      49 |      58 |      65 |          9 |
|      11 |      31 |      39 |      61 |      66 |         17 |
|       1 |      13 |      24 |      39 |      61 |          7 |
|      20 |      33 |      35 |      36 |      47 |          9 |
|       7 |      22 |      28 |      36 |      43 |         16 |
|       7 |      32 |      46 |      61 |      65 |         17 |
|       5 |      10 |      16 |      35 |      43 |          7 |
|       8 |      27 |      44 |      52 |      67 |         25 |
|      15 |      25 |      27 |      33 |      36 |          7 |
|       2 |      16 |      33 |      49 |      53 |          1 |
|       5 |      10 |      23 |      68 |      69 |         23 |
|      17 |      27 |      30 |      40 |      44 |         19 |
|      23 |      24 |      30 |      55 |      60 |          6 |
|       4 |       5 |      26 |      65 |      69 |          9 |
|      11 |      26 |      27 |      29 |      38 |          1 |
|      15 |      21 |      23 |      33 |      48 |         10 |
|       9 |      35 |      38 |      51 |      56 |         14 |
|       1 |       4 |      32 |      43 |      64 |         10 |
|       4 |      26 |      31 |      35 |      59 |          5 |
|       5 |       8 |      39 |      44 |      47 |         18 |
|      15 |      34 |      35 |      64 |      66 |          1 |
|       4 |      10 |      14 |      43 |      66 |          8 |
|       8 |      12 |      33 |      47 |      70 |          3 |
|       7 |       8 |      14 |      25 |      53 |         11 |
|       1 |      13 |      17 |      26 |      32 |         24 |
|      18 |      23 |      39 |      54 |      69 |         23 |
09/01/2024 02:45:53 PM - INFO - Not winning today
